id	turn1	turn2	turn3	label
184	Favorite Peppa Pig line....Ohhhhhhh!	When peppa hangs up on suzi because she can whistle.	That episode is tattooed onto my brain	others
185	Has anyone tried colourpop foundation?? also someone recommend me a new foundation	Big of maybelline fit me matte! Sooo good! And makeup revolutions foundation is also pretty good. I’ve heard mixed things about colourpop foundation so I haven’t tried it yet	ooh okay so i’ve heard such good things about makeup revolution in general so I might have to look into that. also I love the fit me concealers but for some reason have never tried the foundation thank you!!	others
186	Prisons are a tool of class warfare. They must not exist. This should not be controversial.	I feel that this is overly simplistic. Like all tools of class warfare we seek to abolish them, however they serve a historic purpose. What are we to do with enemies of the people's state? Kill them? That's barbaric, exile them? Then they'll just become tools of imperialism...	Ye sure, but prisons as they are shouldn’t exist. Not just their material form but their use in structural oppression. They have to be re-conceptualised as rehabilitation centres	others
187	Looking forward to sleep tonight	Hiiiii pepperoni	Mocha don’t get blocked :)	others
188	i know you might not like to talk about Assassins Creed all day, seeing as you worked on it tirelessly for years, but it's a hell of a game. - you can save a girl descended from Odysseus  - you can convince her to seek her own legacy - amazonian smooches	Yaaaaas	Who's your favorite love interest in the game?	others
189	Haha oh god what the fuck is going on anymore	Do people think intelligence can be measured the same way as power levels in Dragon Ball?	I mean Power Levels and IQ are both bullshit, so I think that's how it works.	others
190	when you with your maggot ass friends don’t discuss me	Look atchu getting cultured	ahaha don’t play me that close	others
191	I’ve gone 5 weeks with no alcohol. Can’t say I feel any different but it nice not to wake up totally dehydrated....	Sleep any better? Whenever I go dry I seem to sleep like a baby.	Not sure, I used to sometimes struggle getting off to sleep and I’ve not had that...could be linked	others
192	My friends literally have so many nicknames for me	Vomit	I was waiting for this comment	others
193	Nae blowing my trumpet but my songs 2018 playlist on Spotify is a belter, did myself good	Caledonia paulo nutini or the gambler on repeat is it?	You ken me too well	others
194	People cryin about as if they wanted it to happen, shut up please	Can't believe O2 has done this tbh.	Why are there no gifs of the meme	others
195	goodnight	omg hags sleep so early	i was tired okaaaayyyyy	others
196	my bitch want da faithful kings ONLY!	emphasizes on KING. dykes stay home.	MSMSMSMS I KNO DAS RIGHT ENOUGH OF DAT PUSSY ON PUSSY FOOLERY	others
197	Whats your insta? — GoldenSpitt	I’m following maybe i can learn to pose ha	Lmao I barely can	others
198	We’re going to	Rahaaaaf! congratulations, so proud of you! I’m not surprised!	Oh Razan Thank you!! I can’t wait to create with you in the future and see where you go!	others
199	Had confirmation that my scoping review on speech, language and swallowing symptoms in is so important in this highly under-researched area	An area of interest for me too Caz, would also love to know where I can find this!	It'll be in the International Journal of Language and Communication Disorders. Not sure when yet but will tweet the reference when it's out!	others
200	Someone buy me subway after school	I got u	Omg ily	others
201	Is it selfish to want to do the	No one said you had to share.	I’ve been given the green light to be selfish	others
202	She’s a tad nervous and shy because she’s new here.	Maaaaaaaaaaaaaakoto! Hello!	“Hello, Futaba! How’s your day been?”	others
203	- there might be a possibility that JK was in Tae's live - Tae was wearing JK's shirt in his live with Tan - Dispatch said that there is a gay couple out there from a boy group that is very popular - JK's selca in Tae's room - and now Taehyung's double bed PREPARE BEAUTIES <333	Oook, Tae was wearing Jin's pants	Didn't notice that, but the way members always share clothes is adorable	others
204	Everyone's year was different, but this is how 2018 sounded to me. Get yours.	Das a lot of minutes!	I wanna see yours!!	others
205	For anyone who cares about me (honestly, )!	Curses...foiled again.....	I’m sure you’ll try again! Eternal vigilance is the price of my life!	others
206	as many in the Ministry of JCS & The JCS Army know on october 4th my sis tpassed o cancer last month we laid her to rest last month and a lil over 2 months later it still is a loss with christmas coming up & all	Damn bro never knew that sorry for your loss	it's alright bro all that talk bout this being a month or last few months made me think of it :(	others
207	PLS I RLY DONT TWEET THAt nSFW THOE XJJDNDND	lie again	Zhxhdhshhs it’s like only like 1 or 2 tweets. A day	others
208	aaaa como eu amo echosmith	eca	C H A T O N A	others
209	Man The Graduate really captured what it feels like to be in your mid 20s	Damnit yss yet another movie I havent seen that now I have to, that makes what? 80 so far?	It’s really good too lol	others
210	Preparing for landing in Atlanta as stopover. Hoping the transit will be as smooth as the flight was. Next stop Nashville for	"Yay! Hope to see you :-) If you get a minute and want to come share your ""WordPress story"" with me, I'd love to record it for a future podcast episode."	Are you at the airport in Atlanta currently? I appreciate your request and I am looking forward to share my story with you.	others
211	Shit. Of the punk-New Wave bands The Buzzcocks were one of the very best.	watched in 1994 Finsbury park with Ian Dury and thre blockheads and Madness	Blimey - what a gig. Loved Ian Dury- remember the day my elder bruv came home clutching 'NEW BOOTS & PANTIES'.	others
212	Good morning, off to the Secret Diner at Sudbury Prison for the cycling group’s Christmas lunch; hope they let me out afterwards!	Enjoy your morning porridge	Haha, very droll!! Three course meal plus coffee and mince pie for £12; very good value!xx	others
213	thrilled to FINALLY say that i'm your new Vice President, Editorial Director of	Well deserved	thank you king, let's lift soon	others
214	Hey	The gift that never stops giving, huh?	She tweets about my lunch and then blocks me. It’s odd behaviour	others
215	Clocked up a mile today well pleased with that	Well done my friend! How's the pain?	Thanks lovely, I bite the bullet sometimes today was tough going tbh and I didn't set out with any goals but took it slowly and rested after. Pain was ok but spasms in my right leg happen which is annoying xx	others
216	me vs. my to-do list before friday PM	If you know the rest of that GOT scene, this meme makes complete sense.	I don’t watch it so this makes me super happy	others
217	Anyone wanna sit at a bar with me and watch the Iowa vs Iowa State game tonight	YESSSSSS IM COMING TO SEE YOU	Not going to the barn actually. Going to the bar in Atl.	others
218	"christians don't ""send prayers to"" people we pray to God He sees our tweets, yes but He also likes the One on one"	Ever think the job of God has got to be sooooo distracting...  He may know what you need before you speak it... But sometimes a gentle reminder doesn't hurt... LOL	for a god with human limits it would seem that way, but He has no limits and needs no reminding	others
